Time period,Counterparty,Buy,Sell,Size
171,Billy the Beta Miner,,1,48
172,Billy the Beta Miner,,,49
173,Billy the Beta Miner,,1,52
174,Billy the Beta Miner,,1,49
175,Billy the Beta Miner,,,52
176,Billy the Beta Miner,,,51
177,Billy the Beta Miner,,,50
178,Billy the Beta Miner,,1,51
179,Billy the Beta Miner,,,51
180,Billy the Beta Miner,,,49
181,Billy the Beta Miner,,,51
182,Billy the Beta Miner,,,48
183,Billy the Beta Miner,,,48
184,Billy the Beta Miner,,,51
185,Billy the Beta Miner,,1,49
186,Billy the Beta Miner,,,52
187,Billy the Beta Miner,,1,48
188,Billy the Beta Miner,,,48
189,Billy the Beta Miner,,,50
190,Billy the Beta Miner,,,49
191,Billy the Beta Miner,,,52
192,Billy the Beta Miner,,1,51
193,Billy the Beta Miner,,,48
194,Billy the Beta Miner,,1,48
195,Billy the Beta Miner,,,49
196,Billy the Beta Miner,,,48
197,Billy the Beta Miner,,,51
198,Billy the Beta Miner,,,49
199,Billy the Beta Miner,,,52
200,Billy the Beta Miner,,,50
201,Billy the Beta Miner,,,51
202,Billy the Beta Miner,,1,50
203,Billy the Beta Miner,,,50
204,Billy the Beta Miner,,,51
205,Billy the Beta Miner,,,48
206,Billy the Beta Miner,,,51
207,Billy the Beta Miner,,1,52
208,Billy the Beta Miner,,,50
209,Billy the Beta Miner,,1,51
210,Billy the Beta Miner,,1,48
211,Billy the Beta Miner,,1,48
212,Billy the Beta Miner,,,49
213,Billy the Beta Miner,,1,49
214,Billy the Beta Miner,,,49
215,Billy the Beta Miner,,,50
216,Billy the Beta Miner,,,51
217,Billy the Beta Miner,,1,50
218,Billy the Beta Miner,,,48
219,Billy the Beta Miner,,1,51
220,Billy the Beta Miner,,,48
221,Billy the Beta Miner,,,48
222,Billy the Beta Miner,,,51
223,Billy the Beta Miner,,1,49
224,Billy the Beta Miner,,,52
225,Billy the Beta Miner,,1,49
226,Billy the Beta Miner,,,51
227,Billy the Beta Miner,,1,48
228,Billy the Beta Miner,,,48
229,Billy the Beta Miner,,,49
230,Billy the Beta Miner,,,48
231,Billy the Beta Miner,,1,51
232,Billy the Beta Miner,,,52
233,Billy the Beta Miner,,,50
234,Billy the Beta Miner,,1,48
235,Billy the Beta Miner,,,50
236,Billy the Beta Miner,,,50
237,Billy the Beta Miner,,,49
238,Billy the Beta Miner,,1,50
239,Billy the Beta Miner,,,48
240,Billy the Beta Miner,,,50
241,Billy the Beta Miner,,1,51
242,Billy the Beta Miner,,1,51
243,Billy the Beta Miner,,1,50
244,Billy the Beta Miner,,,48
245,Billy the Beta Miner,,,50
246,Billy the Beta Miner,,,51
247,Billy the Beta Miner,,1,51
248,Billy the Beta Miner,,,49
249,Billy the Beta Miner,,1,49
250,Billy the Beta Miner,,,49
251,Billy the Beta Miner,,,48
252,Billy the Beta Miner,,,49
253,Billy the Beta Miner,,,51
254,Billy the Beta Miner,,1,48
255,Billy the Beta Miner,,,49
256,Billy the Beta Miner,,,49
257,Billy the Beta Miner,,,52
258,Billy the Beta Miner,,,50
259,Billy the Beta Miner,,,51
260,Billy the Beta Miner,,,51
261,Billy the Beta Miner,,,49
262,Billy the Beta Miner,,1,52
263,Billy the Beta Miner,,,50
264,Billy the Beta Miner,,,52
265,Billy the Beta Miner,,1,49
266,Billy the Beta Miner,,,49
267,Billy the Beta Miner,,1,52
268,Billy the Beta Miner,,,48
269,Billy the Beta Miner,,,49
270,Billy the Beta Miner,,,49
271,Billy the Beta Miner,,,48
272,Billy the Beta Miner,,,48
273,Billy the Beta Miner,,,48
274,Billy the Beta Miner,,,48
275,Billy the Beta Miner,,,52
276,Billy the Beta Miner,,,52
277,Billy the Beta Miner,,,48
278,Billy the Beta Miner,,,49
279,Billy the Beta Miner,,,50
280,Billy the Beta Miner,,,51
281,Billy the Beta Miner,,1,49
282,Billy the Beta Miner,,1,52
283,Billy the Beta Miner,,,50
284,Billy the Beta Miner,,,51
285,Billy the Beta Miner,,1,50
286,Billy the Beta Miner,,1,48
287,Billy the Beta Miner,,,52
288,Billy the Beta Miner,,1,51
289,Billy the Beta Miner,,,50
290,Billy the Beta Miner,,,50
291,Billy the Beta Miner,,,50
292,Billy the Beta Miner,,,49
293,Billy the Beta Miner,,,51
294,Billy the Beta Miner,,,48
295,Billy the Beta Miner,,,48
296,Billy the Beta Miner,,,52
297,Billy the Beta Miner,,,50
298,Billy the Beta Miner,,,51
299,Billy the Beta Miner,,,51
300,Billy the Beta Miner,,,48
301,Billy the Beta Miner,,,50
302,Billy the Beta Miner,,,49
303,Billy the Beta Miner,,,48
304,Billy the Beta Miner,,,52
305,Billy the Beta Miner,,,50
306,Billy the Beta Miner,,,49
307,Billy the Beta Miner,,,52
308,Billy the Beta Miner,,,48
309,Billy the Beta Miner,,1,52
310,Billy the Beta Miner,,,50
311,Billy the Beta Miner,,1,52
312,Billy the Beta Miner,,,51
313,Billy the Beta Miner,,,51
314,Billy the Beta Miner,,,48
315,Billy the Beta Miner,,,52
316,Billy the Beta Miner,,,51
317,Billy the Beta Miner,,,48
318,Billy the Beta Miner,,,52
319,Billy the Beta Miner,,1,49
320,Billy the Beta Miner,,,51
321,Billy the Beta Miner,,,49
322,Billy the Beta Miner,,,49
323,Billy the Beta Miner,,,48
324,Billy the Beta Miner,,,52
325,Billy the Beta Miner,,,51
326,Billy the Beta Miner,,,48
327,Billy the Beta Miner,,,48
328,Billy the Beta Miner,,1,49
329,Billy the Beta Miner,,1,50
330,Billy the Beta Miner,,,49
331,Billy the Beta Miner,,,49
332,Billy the Beta Miner,,,52
333,Billy the Beta Miner,,,50
334,Billy the Beta Miner,,,50
335,Billy the Beta Miner,,1,48
336,Billy the Beta Miner,,,51
337,Billy the Beta Miner,,,50
338,Billy the Beta Miner,,,51
339,Billy the Beta Miner,,1,49
340,Billy the Beta Miner,,1,49
341,Billy the Beta Miner,,,50
342,Billy the Beta Miner,,1,51
343,Billy the Beta Miner,,,51
344,Billy the Beta Miner,,,49
345,Billy the Beta Miner,,,52
346,Billy the Beta Miner,,1,49
347,Billy the Beta Miner,,,48
348,Billy the Beta Miner,,,48
349,Billy the Beta Miner,,,49
350,Billy the Beta Miner,,1,49
351,Billy the Beta Miner,,1,51
352,Billy the Beta Miner,,,52
353,Billy the Beta Miner,,,48
354,Billy the Beta Miner,,1,52
355,Billy the Beta Miner,,,52
356,Billy the Beta Miner,,1,49
357,Billy the Beta Miner,,,49
358,Billy the Beta Miner,,1,49
359,Billy the Beta Miner,,,51
360,Billy the Beta Miner,,1,50
361,Billy the Beta Miner,,,50
362,Billy the Beta Miner,,,50
363,Billy the Beta Miner,,,49
364,Billy the Beta Miner,,,50
365,Billy the Beta Miner,,,51
366,Billy the Beta Miner,,,50
367,Billy the Beta Miner,,,49
368,Billy the Beta Miner,,,49
369,Billy the Beta Miner,,,52
370,Billy the Beta Miner,,,48
371,Billy the Beta Miner,,1,51
372,Billy the Beta Miner,,,52
373,Billy the Beta Miner,,,51
374,Billy the Beta Miner,,1,48
375,Billy the Beta Miner,,,50
376,Billy the Beta Miner,,,52
377,Billy the Beta Miner,,,50
378,Billy the Beta Miner,,,49
379,Billy the Beta Miner,,,49
380,Billy the Beta Miner,,,52
381,Billy the Beta Miner,,,51
382,Billy the Beta Miner,,1,48
383,Billy the Beta Miner,,,48
384,Billy the Beta Miner,,,49
385,Billy the Beta Miner,,,52
386,Billy the Beta Miner,,1,52
387,Billy the Beta Miner,,,49
388,Billy the Beta Miner,,,48
389,Billy the Beta Miner,,,51
390,Billy the Beta Miner,,1,51
391,Billy the Beta Miner,,1,51
392,Billy the Beta Miner,,1,51
393,Billy the Beta Miner,,,49
394,Billy the Beta Miner,,,48
395,Billy the Beta Miner,,,50
396,Billy the Beta Miner,,,48
397,Billy the Beta Miner,,1,52
398,Billy the Beta Miner,,,51
399,Billy the Beta Miner,,,51
400,Billy the Beta Miner,,,52
401,Billy the Beta Miner,,,51
402,Billy the Beta Miner,,,52
403,Billy the Beta Miner,,,48
404,Billy the Beta Miner,,1,49
405,Billy the Beta Miner,,1,48
406,Billy the Beta Miner,,,51
407,Billy the Beta Miner,,,51
408,Billy the Beta Miner,,,50
409,Billy the Beta Miner,,1,52
410,Billy the Beta Miner,,1,51
411,Billy the Beta Miner,,1,51
412,Billy the Beta Miner,,1,48
413,Billy the Beta Miner,,,51
414,Billy the Beta Miner,,1,51
415,Billy the Beta Miner,,,51
416,Billy the Beta Miner,,1,49
417,Billy the Beta Miner,,,51
418,Billy the Beta Miner,,,49
419,Billy the Beta Miner,,,48
420,Billy the Beta Miner,,,50
421,Billy the Beta Miner,,1,51
422,Billy the Beta Miner,,,51
423,Billy the Beta Miner,,,52
424,Billy the Beta Miner,,,49
425,Billy the Beta Miner,,,48
426,Billy the Beta Miner,,,50
427,Billy the Beta Miner,,1,49
428,Billy the Beta Miner,,,52
429,Billy the Beta Miner,,,48
430,Billy the Beta Miner,,1,51
431,Billy the Beta Miner,,1,48
432,Billy the Beta Miner,,,49
433,Billy the Beta Miner,,,52
434,Billy the Beta Miner,,,49
435,Billy the Beta Miner,,,49
436,Billy the Beta Miner,,,50
437,Billy the Beta Miner,,,52
438,Billy the Beta Miner,,,48
439,Billy the Beta Miner,,1,49
440,Billy the Beta Miner,,,49
441,Billy the Beta Miner,,1,51
442,Billy the Beta Miner,,,49
443,Billy the Beta Miner,,,49
444,Billy the Beta Miner,,1,48
445,Billy the Beta Miner,,,52
446,Billy the Beta Miner,,,48
447,Billy the Beta Miner,,1,50
448,Billy the Beta Miner,,,50
449,Billy the Beta Miner,,,52
450,Billy the Beta Miner,,,48
451,Billy the Beta Miner,,,52
452,Billy the Beta Miner,,,51
453,Billy the Beta Miner,,,49
454,Billy the Beta Miner,,1,48
455,Billy the Beta Miner,,1,49
456,Billy the Beta Miner,,,48
457,Billy the Beta Miner,,,52
458,Billy the Beta Miner,,,50
459,Billy the Beta Miner,,1,49
460,Billy the Beta Miner,,,52
461,Billy the Beta Miner,,,48
462,Billy the Beta Miner,,,48
463,Billy the Beta Miner,,,51
464,Billy the Beta Miner,,1,52
465,Billy the Beta Miner,,,51
466,Billy the Beta Miner,,,50
467,Billy the Beta Miner,,,48
468,Billy the Beta Miner,,1,48
469,Billy the Beta Miner,,,49
470,Billy the Beta Miner,,1,50
471,Billy the Beta Miner,,,51
472,Billy the Beta Miner,,,51
473,Billy the Beta Miner,,,51
474,Billy the Beta Miner,,,50
475,Billy the Beta Miner,,,50
476,Billy the Beta Miner,,,52
477,Billy the Beta Miner,,,50
478,Billy the Beta Miner,,1,52
479,Billy the Beta Miner,,1,51
480,Billy the Beta Miner,,1,51
481,Billy the Beta Miner,,,48
482,Billy the Beta Miner,,1,48
483,Billy the Beta Miner,,1,48
484,Billy the Beta Miner,,,48
485,Billy the Beta Miner,,,51
486,Billy the Beta Miner,,,52
487,Billy the Beta Miner,,1,52
488,Billy the Beta Miner,,1,51
489,Billy the Beta Miner,,1,49
490,Billy the Beta Miner,,1,49
491,Billy the Beta Miner,,,52
492,Billy the Beta Miner,,,52
493,Billy the Beta Miner,,,50
494,Billy the Beta Miner,,1,49
495,Billy the Beta Miner,,,48
496,Billy the Beta Miner,,1,51
497,Billy the Beta Miner,,,49
498,Billy the Beta Miner,,,49
499,Billy the Beta Miner,,,48
500,Billy the Beta Miner,,,49
501,Billy the Beta Miner,,1,51
502,Billy the Beta Miner,,1,50
503,Billy the Beta Miner,,,49
504,Billy the Beta Miner,,,52
505,Billy the Beta Miner,,,48
506,Billy the Beta Miner,,,51
507,Billy the Beta Miner,,,49
508,Billy the Beta Miner,,,48
509,Billy the Beta Miner,,,49
510,Billy the Beta Miner,,,50
511,Billy the Beta Miner,,,52
512,Billy the Beta Miner,,,51
513,Billy the Beta Miner,,,51
514,Billy the Beta Miner,,,52
515,Billy the Beta Miner,,1,48
516,Billy the Beta Miner,,,49
517,Billy the Beta Miner,,,50
518,Billy the Beta Miner,,1,49
519,Billy the Beta Miner,,,52
520,Billy the Beta Miner,,,50
521,Billy the Beta Miner,,,49
522,Billy the Beta Miner,,,51
523,Billy the Beta Miner,,,52
524,Billy the Beta Miner,,1,51
525,Billy the Beta Miner,,,50
526,Billy the Beta Miner,,1,52
527,Billy the Beta Miner,,,51
528,Billy the Beta Miner,,,49
529,Billy the Beta Miner,,,48
530,Billy the Beta Miner,,,48
531,Billy the Beta Miner,,,48
532,Billy the Beta Miner,,,51
533,Billy the Beta Miner,,,52
534,Billy the Beta Miner,,,49
535,Billy the Beta Miner,,,51
536,Billy the Beta Miner,,1,48
537,Billy the Beta Miner,,,52
538,Billy the Beta Miner,,1,51
539,Billy the Beta Miner,,,48
540,Billy the Beta Miner,,,52
541,Billy the Beta Miner,,,48
542,Billy the Beta Miner,,,51
543,Billy the Beta Miner,,,48
544,Billy the Beta Miner,,,52
545,Billy the Beta Miner,,1,51
546,Billy the Beta Miner,,,50
547,Billy the Beta Miner,,,49
548,Billy the Beta Miner,,1,52
549,Billy the Beta Miner,,,49
550,Billy the Beta Miner,,1,49
551,Billy the Beta Miner,,,49
552,Billy the Beta Miner,,1,48
553,Billy the Beta Miner,,,52
554,Billy the Beta Miner,,,48
555,Billy the Beta Miner,,1,51
556,Billy the Beta Miner,,,50
557,Billy the Beta Miner,,,48
558,Billy the Beta Miner,,,49
559,Billy the Beta Miner,,,49
560,Billy the Beta Miner,,,49
561,Billy the Beta Miner,,,52
562,Billy the Beta Miner,,1,50
563,Billy the Beta Miner,,,50
564,Billy the Beta Miner,,1,50
565,Billy the Beta Miner,,,52
566,Billy the Beta Miner,,,48
567,Billy the Beta Miner,,,49
568,Billy the Beta Miner,,,52
569,Billy the Beta Miner,,,49
570,Billy the Beta Miner,,,51
571,Billy the Beta Miner,,,48
572,Billy the Beta Miner,,,49
573,Billy the Beta Miner,,,49
574,Billy the Beta Miner,,,51
575,Billy the Beta Miner,,1,48
576,Billy the Beta Miner,,,50
577,Billy the Beta Miner,,,51
578,Billy the Beta Miner,,1,51
579,Billy the Beta Miner,,,51
580,Billy the Beta Miner,,,52
581,Billy the Beta Miner,,,52
582,Billy the Beta Miner,,,48
583,Billy the Beta Miner,,,48
584,Billy the Beta Miner,,,51
585,Billy the Beta Miner,,,49
586,Billy the Beta Miner,,1,48
587,Billy the Beta Miner,,,50
588,Billy the Beta Miner,,,51
589,Billy the Beta Miner,,1,52
590,Billy the Beta Miner,,,48
591,Billy the Beta Miner,,,51
592,Billy the Beta Miner,,,49
593,Billy the Beta Miner,,,49
594,Billy the Beta Miner,,,50
595,Billy the Beta Miner,,1,49
596,Billy the Beta Miner,,,51
597,Billy the Beta Miner,,1,48
598,Billy the Beta Miner,,1,51
599,Billy the Beta Miner,,,49
600,Billy the Beta Miner,,,51
601,Billy the Beta Miner,,,52
602,Billy the Beta Miner,,1,48
603,Billy the Beta Miner,,,52
604,Billy the Beta Miner,,,50
605,Billy the Beta Miner,,,51
606,Billy the Beta Miner,,,48
607,Billy the Beta Miner,,1,48
608,Billy the Beta Miner,,,50
609,Billy the Beta Miner,,1,48
610,Billy the Beta Miner,,,52
611,Billy the Beta Miner,,1,51
612,Billy the Beta Miner,,,52
613,Billy the Beta Miner,,,49
614,Billy the Beta Miner,,,51
615,Billy the Beta Miner,,1,52
616,Billy the Beta Miner,,,49
617,Billy the Beta Miner,,,50
618,Billy the Beta Miner,,,51
619,Billy the Beta Miner,,,52
620,Billy the Beta Miner,,,50
621,Billy the Beta Miner,,1,50
622,Billy the Beta Miner,,,48
623,Billy the Beta Miner,,1,48
624,Billy the Beta Miner,,,51
625,Billy the Beta Miner,,,49
626,Billy the Beta Miner,,,51
627,Billy the Beta Miner,,1,48
628,Billy the Beta Miner,,,50
629,Billy the Beta Miner,,,48
630,Billy the Beta Miner,,,49
631,Billy the Beta Miner,,,48
632,Billy the Beta Miner,,,49
633,Billy the Beta Miner,,,50
634,Billy the Beta Miner,,1,52
635,Billy the Beta Miner,,1,52
636,Billy the Beta Miner,,1,52
637,Billy the Beta Miner,,,50
638,Billy the Beta Miner,,,49
639,Billy the Beta Miner,,,52
640,Billy the Beta Miner,,,50
641,Billy the Beta Miner,,,52
642,Billy the Beta Miner,,1,51
643,Billy the Beta Miner,,1,52
644,Billy the Beta Miner,,1,49
645,Billy the Beta Miner,,,49
646,Billy the Beta Miner,,,48
647,Billy the Beta Miner,,1,49
648,Billy the Beta Miner,,,49
649,Billy the Beta Miner,,,51
650,Billy the Beta Miner,,,51
651,Billy the Beta Miner,,1,51
652,Billy the Beta Miner,,1,48
653,Billy the Beta Miner,,,52
654,Billy the Beta Miner,,,52
655,Billy the Beta Miner,,1,51
656,Billy the Beta Miner,,1,48
657,Billy the Beta Miner,,1,48
658,Billy the Beta Miner,,,51
659,Billy the Beta Miner,,,50
660,Billy the Beta Miner,,1,50
661,Billy the Beta Miner,,1,52
662,Billy the Beta Miner,,,50
663,Billy the Beta Miner,,,50
664,Billy the Beta Miner,,,51
665,Billy the Beta Miner,,,52
666,Billy the Beta Miner,,,48
667,Billy the Beta Miner,,,51
668,Billy the Beta Miner,,,50
669,Billy the Beta Miner,,1,51
670,Billy the Beta Miner,,,49
671,Billy the Beta Miner,,,49
672,Billy the Beta Miner,,1,50
673,Billy the Beta Miner,,,52
674,Billy the Beta Miner,,,51
675,Billy the Beta Miner,,,52
676,Billy the Beta Miner,,,49
677,Billy the Beta Miner,,,52
678,Billy the Beta Miner,,,50
679,Billy the Beta Miner,,1,52
680,Billy the Beta Miner,,,50
681,Billy the Beta Miner,,,51
682,Billy the Beta Miner,,,50
683,Billy the Beta Miner,,,51
684,Billy the Beta Miner,,,51
685,Billy the Beta Miner,,1,51
686,Billy the Beta Miner,,,49
687,Billy the Beta Miner,,,48
688,Billy the Beta Miner,,,48
689,Billy the Beta Miner,,1,50
690,Billy the Beta Miner,,,52
691,Billy the Beta Miner,,1,52
692,Billy the Beta Miner,,,48
693,Billy the Beta Miner,,,52
694,Billy the Beta Miner,,,49
695,Billy the Beta Miner,,,52
696,Billy the Beta Miner,,,52
697,Billy the Beta Miner,,1,50
698,Billy the Beta Miner,,,51
699,Billy the Beta Miner,,,51
700,Billy the Beta Miner,,1,50
701,Billy the Beta Miner,,,49
702,Billy the Beta Miner,,1,49
703,Billy the Beta Miner,,1,50
704,Billy the Beta Miner,,,51
705,Billy the Beta Miner,,,52
706,Billy the Beta Miner,,,49
707,Billy the Beta Miner,,,52
708,Billy the Beta Miner,,1,48
709,Billy the Beta Miner,,1,50
710,Billy the Beta Miner,,,48
711,Billy the Beta Miner,,,48
712,Billy the Beta Miner,,,49
713,Billy the Beta Miner,,1,51
714,Billy the Beta Miner,,,51
715,Billy the Beta Miner,,,50
716,Billy the Beta Miner,,1,50
717,Billy the Beta Miner,,,51
718,Billy the Beta Miner,,,50
719,Billy the Beta Miner,,,50
720,Billy the Beta Miner,,,51
721,Billy the Beta Miner,,,51
722,Billy the Beta Miner,,,51
723,Billy the Beta Miner,,,51
724,Billy the Beta Miner,,,49
725,Billy the Beta Miner,,,52
726,Billy the Beta Miner,,,48
727,Billy the Beta Miner,,,51
728,Billy the Beta Miner,,,52
729,Billy the Beta Miner,,,52
730,Billy the Beta Miner,,1,52
731,Billy the Beta Miner,,,52
732,Billy the Beta Miner,,,49
733,Billy the Beta Miner,,,51
734,Billy the Beta Miner,,,52
735,Billy the Beta Miner,,,49
736,Billy the Beta Miner,,1,51
737,Billy the Beta Miner,,,52
738,Billy the Beta Miner,,,51
739,Billy the Beta Miner,,,48
740,Billy the Beta Miner,,1,51
741,Billy the Beta Miner,,1,49
742,Billy the Beta Miner,,,51
743,Billy the Beta Miner,,,52
744,Billy the Beta Miner,,1,52
745,Billy the Beta Miner,,1,52
746,Billy the Beta Miner,,1,51
747,Billy the Beta Miner,,1,51
748,Billy the Beta Miner,,,52
749,Billy the Beta Miner,,,52
750,Billy the Beta Miner,,,48
751,Billy the Beta Miner,,,48
752,Billy the Beta Miner,,,51
753,Billy the Beta Miner,,1,52
754,Billy the Beta Miner,,,50
755,Billy the Beta Miner,,,48
756,Billy the Beta Miner,,,50
757,Billy the Beta Miner,,,52
758,Billy the Beta Miner,,1,48
759,Billy the Beta Miner,,,52
760,Billy the Beta Miner,,,50
761,Billy the Beta Miner,,,52
762,Billy the Beta Miner,,1,51
763,Billy the Beta Miner,,,48
764,Billy the Beta Miner,,,50
765,Billy the Beta Miner,,,50
766,Billy the Beta Miner,,,50
767,Billy the Beta Miner,,,48
768,Billy the Beta Miner,,1,52
769,Billy the Beta Miner,,1,50
770,Billy the Beta Miner,,,51
771,Billy the Beta Miner,,,49
772,Billy the Beta Miner,,,49
773,Billy the Beta Miner,,,51
774,Billy the Beta Miner,,1,48
775,Billy the Beta Miner,,,49
776,Billy the Beta Miner,,1,52
777,Billy the Beta Miner,,,48
778,Billy the Beta Miner,,,48
779,Billy the Beta Miner,,,48
780,Billy the Beta Miner,,,48
781,Billy the Beta Miner,,,48
782,Billy the Beta Miner,,,52
783,Billy the Beta Miner,,,48
784,Billy the Beta Miner,,,50
785,Billy the Beta Miner,,,48
786,Billy the Beta Miner,,,49
787,Billy the Beta Miner,,,48
788,Billy the Beta Miner,,,52
789,Billy the Beta Miner,,,50
790,Billy the Beta Miner,,,49
791,Billy the Beta Miner,,,52
792,Billy the Beta Miner,,,51
793,Billy the Beta Miner,,,50
794,Billy the Beta Miner,,,49
795,Billy the Beta Miner,,,50
796,Billy the Beta Miner,,,50
797,Billy the Beta Miner,,,48
798,Billy the Beta Miner,,1,52
799,Billy the Beta Miner,,,51
800,Billy the Beta Miner,,1,49
801,Billy the Beta Miner,,,49
802,Billy the Beta Miner,,,49
803,Billy the Beta Miner,,1,51
804,Billy the Beta Miner,,,50
805,Billy the Beta Miner,,,48
806,Billy the Beta Miner,,,48
807,Billy the Beta Miner,,,50
808,Billy the Beta Miner,,,51
809,Billy the Beta Miner,,,50
810,Billy the Beta Miner,,1,48
811,Billy the Beta Miner,,,49
812,Billy the Beta Miner,,,50
813,Billy the Beta Miner,,1,48
814,Billy the Beta Miner,,1,52
815,Billy the Beta Miner,,1,49
816,Billy the Beta Miner,,,49
817,Billy the Beta Miner,,,50
818,Billy the Beta Miner,,,48
819,Billy the Beta Miner,,1,48
820,Billy the Beta Miner,,,50
821,Billy the Beta Miner,,,50
822,Billy the Beta Miner,,,49
823,Billy the Beta Miner,,,50
824,Billy the Beta Miner,,,49
825,Billy the Beta Miner,,,49
826,Billy the Beta Miner,,,49
827,Billy the Beta Miner,,,49
828,Billy the Beta Miner,,,51
829,Billy the Beta Miner,,1,48
830,Billy the Beta Miner,,1,51
831,Billy the Beta Miner,,,48
832,Billy the Beta Miner,,,48
833,Billy the Beta Miner,,,51
834,Billy the Beta Miner,,,48
835,Billy the Beta Miner,,1,49
836,Billy the Beta Miner,,,52
837,Billy the Beta Miner,,,52
838,Billy the Beta Miner,,,50
839,Billy the Beta Miner,,,52
840,Billy the Beta Miner,,,50
841,Billy the Beta Miner,,,51
842,Billy the Beta Miner,,,52
843,Billy the Beta Miner,,,48
844,Billy the Beta Miner,,,49
845,Billy the Beta Miner,,1,51
846,Billy the Beta Miner,,,51
847,Billy the Beta Miner,,,50
848,Billy the Beta Miner,,,48
849,Billy the Beta Miner,,,51
850,Billy the Beta Miner,,,50
851,Billy the Beta Miner,,,48
852,Billy the Beta Miner,,,51
853,Billy the Beta Miner,,,49
854,Billy the Beta Miner,,,50
855,Billy the Beta Miner,,,52
856,Billy the Beta Miner,,,51
857,Billy the Beta Miner,,,52
858,Billy the Beta Miner,,1,49
859,Billy the Beta Miner,,,52
860,Billy the Beta Miner,,,48
861,Billy the Beta Miner,,,52
862,Billy the Beta Miner,,,52
863,Billy the Beta Miner,,,48
864,Billy the Beta Miner,,1,49
865,Billy the Beta Miner,,,48
866,Billy the Beta Miner,,1,51
867,Billy the Beta Miner,,,52
868,Billy the Beta Miner,,,50
869,Billy the Beta Miner,,,51
870,Billy the Beta Miner,,,49
871,Billy the Beta Miner,,,51
872,Billy the Beta Miner,,1,50
873,Billy the Beta Miner,,,51
874,Billy the Beta Miner,,1,49
875,Billy the Beta Miner,,1,52
876,Billy the Beta Miner,,,49
877,Billy the Beta Miner,,,50
878,Billy the Beta Miner,,1,52
879,Billy the Beta Miner,,,50
880,Billy the Beta Miner,,,52
881,Billy the Beta Miner,,1,52
882,Billy the Beta Miner,,1,48
883,Billy the Beta Miner,,1,49
884,Billy the Beta Miner,,,49
885,Billy the Beta Miner,,,50
886,Billy the Beta Miner,,1,51
887,Billy the Beta Miner,,,50
888,Billy the Beta Miner,,,49
889,Billy the Beta Miner,,,51
890,Billy the Beta Miner,,,52
891,Billy the Beta Miner,,,52
892,Billy the Beta Miner,,,49
893,Billy the Beta Miner,,1,52
894,Billy the Beta Miner,,1,50
895,Billy the Beta Miner,,,50
896,Billy the Beta Miner,,,50
897,Billy the Beta Miner,,,50
898,Billy the Beta Miner,,1,49
899,Billy the Beta Miner,,1,52
900,Billy the Beta Miner,,,51
901,Billy the Beta Miner,,,51
902,Billy the Beta Miner,,,48
903,Billy the Beta Miner,,,51
904,Billy the Beta Miner,,,48
905,Billy the Beta Miner,,1,51
906,Billy the Beta Miner,,,52
907,Billy the Beta Miner,,,51
908,Billy the Beta Miner,,,50
909,Billy the Beta Miner,,,52
910,Billy the Beta Miner,,1,48
911,Billy the Beta Miner,,,51
912,Billy the Beta Miner,,,48
913,Billy the Beta Miner,,,49
914,Billy the Beta Miner,,,50
915,Billy the Beta Miner,,,49
916,Billy the Beta Miner,,,50
917,Billy the Beta Miner,,,52
918,Billy the Beta Miner,,1,51
919,Billy the Beta Miner,,,51
920,Billy the Beta Miner,,,51
921,Billy the Beta Miner,,1,50
922,Billy the Beta Miner,,1,49
923,Billy the Beta Miner,,,52
924,Billy the Beta Miner,,,52
925,Billy the Beta Miner,,,51
926,Billy the Beta Miner,,,48
927,Billy the Beta Miner,,,49
928,Billy the Beta Miner,,,50
929,Billy the Beta Miner,,1,48
930,Billy the Beta Miner,,,52
931,Billy the Beta Miner,,,48
932,Billy the Beta Miner,,,52
933,Billy the Beta Miner,,,49
934,Billy the Beta Miner,,,51
935,Billy the Beta Miner,,1,49
936,Billy the Beta Miner,,,48
937,Billy the Beta Miner,,1,51
938,Billy the Beta Miner,,1,52
939,Billy the Beta Miner,,,49
940,Billy the Beta Miner,,1,49
941,Billy the Beta Miner,,,52
942,Billy the Beta Miner,,,49
943,Billy the Beta Miner,,,50
944,Billy the Beta Miner,,1,50
945,Billy the Beta Miner,,,48
946,Billy the Beta Miner,,,50
947,Billy the Beta Miner,,1,49
948,Billy the Beta Miner,,,49
949,Billy the Beta Miner,,,52
950,Billy the Beta Miner,,1,50
951,Billy the Beta Miner,,,48
952,Billy the Beta Miner,,,48
953,Billy the Beta Miner,,,49
954,Billy the Beta Miner,,,51
955,Billy the Beta Miner,,,52
956,Billy the Beta Miner,,1,49
957,Billy the Beta Miner,,,48
958,Billy the Beta Miner,,,51
959,Billy the Beta Miner,,,49
960,Billy the Beta Miner,,,51
961,Billy the Beta Miner,,,48
962,Billy the Beta Miner,,1,50
963,Billy the Beta Miner,,,51
964,Billy the Beta Miner,,,50
965,Billy the Beta Miner,,1,50
966,Billy the Beta Miner,,,51
967,Billy the Beta Miner,,1,48
968,Billy the Beta Miner,,,50
969,Billy the Beta Miner,,1,52
970,Billy the Beta Miner,,,50
971,Billy the Beta Miner,,1,50
972,Billy the Beta Miner,,1,49
973,Billy the Beta Miner,,,52
974,Billy the Beta Miner,,1,50
975,Billy the Beta Miner,,,50
976,Billy the Beta Miner,,,48
977,Billy the Beta Miner,,,52
978,Billy the Beta Miner,,1,52
979,Billy the Beta Miner,,1,52
